date,ki_role,ki_role_other,ki_resident,ki_disp_status,ki_gender,region,district,settlement,settlement_nearest,settlement_other,site_name,locale,settlement_type,number_families,number_individuals,ki_keeps_record,males_0_1,females_0_1,males_1_4,females_1_4,males_5_17,females_5_17,males_18_59,females_18_59,males_60_over,females_60_over,children,adult_males,adult_females,elderly_males,elderly_females,pop_idps,pop_refugees,pop_returning_idps,pop_returning_refugees,pop_host,idps_arrived,site_full,site_wall,site_expand,site_pathway,site_occupied,site_occupied_majority,camp_management,camp_management_other,cm_agency,committees_onsite,women_representation,conflict_resolution,community_space,womens_space,landowner,landowner_other,private_landowner,private_landowner_other,tenure_agreement,agreement_level,agreement_written,agreement_timed,agreement_expires,recognised_by_authority,rent_charged,rent_charged_other,past_flood,past_flood_date,eviction_three_months,idp_aoo_primary,idp_primary_left,idp_primary_left_other,idp_aoo_secondary,idp_secondary_left,idp_secondary_left_other,idp_aoo_tertiary,idp_tertiary_left,idp_tertiary_left_other,unacc_minors,separated_children,female_hh,child_hh,phys_disabled,mental_disabled,vuln_hh_location,friction_host,friction_site,eviction_notice,cfs_onsite,security_concerns,security_risks,free_movt_men,free_movt_women,free_movt_boys,free_movt_girls,night_light,physical_violence,security_provider,uasc_month,child_recruitment,shelter_types,shelter_types_other,shelter_number,electricity,shelter_support,shelter_support_types,shelter_support_types_other,shelter_lock,shelter_sleeping_sep,nfi_market_avail,nfi_market_distance,nfi_market_safe,wood_collection,wood_distance,toilets_male,toilets_female,toilets_nondisag,bathing,toilets_male_func,toilets_female_func,toilets_nondisag_func,bathing_func,handwashing_toilets,toilets_lock,toilets_lit,toilets_dist,potable_water,potable_water_functioning,water_problems,damaged,dry,polluted,other33,water_problems_other,water_sources,water_sources_other,water_source_distance,water_avail_days,waste_disposal,food_distr,food_distr_freq,food_distr_last,food_market_avail,food_market_dist,food_source,health_avail,health_dist,female_staff,health_birth,impediments_women,types_impediments,types_impediments_other,impediments_othergroups,health_issues,health_issues_other,disease_outbreak,outbreak_last,outbreak_type,outbreak_other,school_avail,school_dist,school_type,school_type_other,nutrition_avail,nutrition_dist,nutrition_service,nutrition_service_other,info_sources,info_sources_other,info_needs,info_needs_other,info_sufficient,complaints_mechanism,primary_language,secondary_languages,geopoint_latitude,geopoint_longitude,n_validation/reliable_ki,n_validation/supported_obs
42992,community_leader gatekeeper elder, ,yes,idp,male,bay,baidoa,NA-3802-W04-003, , ,Eedkiyaal,urban,planned_site,121,968,no, , , , , , , , , , ,258,200,410,30,70,100,21,0,0,0,10,yes,no,yes,no,41283,42371,local_authority, , ,womens elder_meeting, ,elders,yes,yes,private, ,host, ,formal,community,written,yes,46631,yes,no_rent, ,no, ,no,bakool,conflict_other drought, ,bay,drought, , , , , ,15,50, ,6,2,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,cgi,,121,no,yes,emergency site_planning, ,yes,no,no, , ,yes,5,0,0,10,0, , ,10, ,yes,no,no,no,yes,yes, , , , , , ,kiosk, ,120,7,never,none, , ,no, ,borrowing,no, , ,no, , , , ,none, ,yes,42738,cholera_awd, ,no, , , ,no, , , ,radio, ,food health water, ,yes,no,somali_maay,none,3.134803543,43.66452635,yes,yes
42990,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3801-Y33-006, , ,Maraayle 1,peri_urban,planned_site,90,344,no, , , , , , , , , , ,123,57,117,11,36,10,20,10,20,30,0,no,no,no,no,41643,42008,no_management, , ,residents,yes,committees,yes,no,private, ,business, ,formal,community,written,no, ,no,no_rent, ,yes,42009,no,bay,drought, ,bakool,conflict_community drought, ,gedo,conflict_community drought, , ,6,4, ,2, ,no,no,no,no,no,conflict_police, ,no,yes,yes,yes,yes,yes,clan,yes,no,other_block,Bush caadi ah,135,no,no, , ,no,no,yes,30,yes,yes,40,2,2,1,0,2,0,1, ,yes,yes,no,no,yes,yes, , , , , , ,kiosk, ,50,2,never,none, , ,no, ,dnk,no, ,yes,yes,yes,no_money, , ,cholera_awd, ,yes,42010,cholera_awd, ,yes,30,quranic, ,no, , , ,tv radio, ,missing_persons, ,no,no,somali_maay,somali_standard,3.123968333,43.63999667,yes,yes
42993,community_leader, ,yes,idp,male,bay,baidoa,NA-3802-X04-009, , ,Gargaar,peri_urban,planned_site,120,250,no, , , , , , , , , , ,100,50,60,10,30,120,20,0,0,0,6,no,no,no,no,42009,42009,no_management, , ,womens, ,committees,no,no,private, ,business, ,informal,family, ,no, ,no,no_rent, ,no, ,no,bay,drought, , , , , , , , ,6,4,2,5, ,no,no,no,no,no,none, ,yes,yes,yes,yes,yes,no,clan,no,no,buul,Buush,120,no,no, , ,no,no,no, , ,no, ,0,0,20,20, , ,20,20,yes,yes,no,no,no, , , , , , , , , ,30,6,weekly,none, , ,no, ,market,no, , ,no, , , , ,cholera_awd, ,no,42742,cholera_awd, ,no, , , ,no, , , ,friends_family radio, ,missing_persons, ,no,no,somali_maay,somali_standard,3.10576,43.65985167,no,no
42990,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3802-X04-012, , ,Al-furqaan 3,urban,spontaneous_site,230,690,no,,,,,,,,,,,233,184,213,27,31,80,20,70,60,0,10,no,no,no,yes,42378,42743,community_leader, , ,residents,no,community_leader elders,no,yes,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,no,bay,drought, ,bakool,threats drought no_livelihoods, ,gedo,drought no_livelihoods, ,10,15,2,4,10,5,yes,no,no,no,yes,none, ,yes,yes,yes,yes,no,no,nat_army,yes,no,buul timber_plastic,,230,no,no, , ,no,no,no, , ,yes,15,1,5,0,0,1,2, , ,yes,yes,no,yes,no, , , , , , , , , ,20,6,weekly,none, , ,no, ,market,no, , ,no, , , , ,cholera_awd malaria, ,no,42744,cholera_awd, ,no, , , ,no, , , ,friends_family tv radio, ,food water, ,no,no,somali_maay,somali_benaadir,3.117692635,43.62789201,yes,yes
42991,community_leader, ,yes,idp,male,bay,baidoa,NA-3802-X04-008, , ,Keerow mergan,peri_urban,planned_site,150,300,no, , , , , , , , , , ,100,40,30,40,90,30,20,60,40,0,6,yes,yes,yes,yes,42381,42381,no_management, , ,residents,yes,committees,yes,yes,private, ,business, ,formal,community,written,yes,44075,yes,no_rent, ,no, ,no,bay,drought, ,bakool,conflict_community drought, ,gedo,conflict_community drought, ,2, ,2,1,2, ,yes,yes,yes,yes,yes,eviction, ,yes,yes,yes,yes,yes,yes,clan,yes,yes,buul,Buush,150,no,no, , ,yes,no,no, , ,no, ,0,0,9,9, , ,9,9,yes,yes,yes,yes,yes,yes, , , , , , ,kiosk, ,30,4,daily,inkind,twice_daily,42991,yes,20,market,no, , ,no, , , , ,cholera_awd, ,no,42741,cholera_awd, ,yes,30,quranic, ,no, , , ,friends_family radio, ,missing_persons, ,no,yes,somali_maay,somali_standard italian,3.091115,43.628485,yes,yes
42992,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3802-X04-007, , ,Sedax buurood,urban,spontaneous_site,70,478,no, , , , , , , , , , ,149,73,198,21,37,30,20,10,10,0,0,no,no,no,no,42744,42744,community_leader, , ,residents,no,elders,no,no,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,no,bay,drought no_livelihoods, ,bakool,drought no_livelihoods no_services, ,gedo,drought no_livelihoods, ,2, , , ,1,1,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,none,no,no,buul timber_plastic,,90,no,no, , ,no,no,no, , ,yes,12,1,1,0,0,1,1, , ,yes,yes,no,no,no, , , , , , , , , ,14,6,weekly,cash,weekly,42992,no, ,market,no, , ,no, , , , ,malaria, ,no,42744,malaria, ,no, , , ,no, , , ,tv radio, ,food water, ,no,no,somali_maay,somali_benaadir,3.089444627,43.63324213,yes,yes
42992,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3802-X04-007, , ,Liban 1,urban,spontaneous_site,120,480,no, , , , , , , , , , ,213,156,102,3,6,40,20,30,30,0,0,no,no,no,no,42744,42744,community_leader, , ,residents,no,committees,no,no,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,no,bay,drought no_livelihoods no_services, ,bakool,drought no_livelihoods no_services, ,gedo,drought no_livelihoods, ,3, , , ,2,1,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul timber_plastic,,120,no,no, , ,no,no,no, , ,yes,10,1,1,0,0,1,1, , ,yes,yes,no,no,no, , , , , , , , , ,2,6,weekly,cash,weekly,42992,no, ,market,no, , ,no, , , , ,malaria, ,no,42744,malaria, ,no, , , ,no, , , ,tv radio, ,food water, ,no,no,somali_maay,somali_benaadir,3.089482824,43.63317847,yes,yes
42990,community_leader, ,yes,idp,male,bay,baidoa,NA-3801-Y31-005, , ,Allaa weyn,urban,planned_site,40,200,no, , , , , , , , , , ,100,40,30,10,20,26,14,0,0,0,15,yes,no,yes,no,40552,41648,no_management, , ,elder_meeting,no,community_leader elders,no,no,private, ,business, ,formal,community,verbal,no, ,yes,no_rent, ,no, ,no,bay,conflict_other drought, ,bakool,conflict_other drought, ,gedo,drought, , ,10,10,3, ,2,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,clan,yes,no,cgi,,40,no,yes,nfis, ,no,no,no, , ,no, ,0,0,20,0, , ,15, ,yes,yes,no,no,yes,no,damaged,1,0,0,0, ,tank_tap, ,10,3,never,none, , ,yes,15,borrowing,no, , ,no, , , , ,malaria, ,no,42013,malaria, ,yes,5,primary quranic, ,no, , , ,friends_family radio, ,food water shelter, ,no,no,somali_maay,none,3.145224697,43.66772783,yes,yes
42990,community_leader gatekeeper, ,yes,idp,male,bay,baidoa,NA-3802-X04-012, , ,Qasab 2,urban,spontaneous_site,87,414,no,,,,,,,,,,,121,106,149,15,23,60,10,10,7,0,5,no,no,no,no,42744,42744,residents, , ,residents,no,committees,no,yes,private, ,business, ,none, , , , ,no,no_rent, ,no, ,no,bay,floods drought no_livelihoods, ,bakool,floods drought no_livelihoods, ,gedo,floods drought no_livelihoods, ,30,10,15,3,2,1,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,none,no,no,buul timber_plastic,,87,no,no, , ,no,yes,no, , ,yes,15,1,2,0,0,1,2, , ,yes,yes,no,no,no, , , , , , , , , ,20,6,weekly,cash,weekly,42959,no, ,gifts,no, , ,no, , , , ,malaria, ,no,42744,cholera_awd, ,no, , , ,no, , , ,friends_family tv radio, ,food water, ,no,no,somali_maay,somali_benaadir,3.120678612,43.64000236,yes,yes
42990,gatekeeper elder, ,yes,idp,male,bay,baidoa,NA-3802-X04-012, , ,Al-furqaan 1,urban,spontaneous_site,90,360,no,,,,,,,,,,,125,86,131,8,10,30,10,20,30,0,10,no,no,no,no,42378,42743,community_leader, , ,residents,no,elders,no,no,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,yes,bay,floods drought no_livelihoods, ,bakool,drought no_livelihoods, ,gedo,floods drought no_livelihoods, ,20,5,5,3,6,2,yes,yes,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_army,no,no,buul timber_plastic,,90,no,no, , ,no,no,no, , ,yes,20,1,2,0,0,1,2, , ,yes,yes,no,no,no, , , , , , , , , ,15,6,weekly,cash,daily,42928,no, ,assistance,no, , ,no, , , , ,cholera_awd, ,no,42378,malaria, ,no, , , ,no, , , ,tv radio, ,food water, ,yes,no,somali_maay,somali_benaadir,3.115267006,43.63528213,yes,yes
42991,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3802-X04-018, , ,Hiyado yarey,urban,spontaneous_site,90,270,no, , , , , , , , , , ,87,53,107,9,14,40,10,30,10,0,0,no,no,no,no,42744,42744,community_leader, , ,residents,no,elders,no,no,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,no,bay,drought no_livelihoods no_services forced_eviction, ,bakool,drought no_livelihoods no_services, ,gedo,floods drought no_livelihoods, ,3, , , ,2,1,no,no,no,no,yes,none, ,yes,yes,yes,yes,no,no,none,no,no,buul timber_plastic,,110,no,no, , ,no,no,no, , ,yes,12,1,2,0,0,1,2, , ,yes,yes,no,no,no, , , , , , , , , ,13,6,weekly,cash,weekly,42991,no, ,market,no, , ,no, , , , ,malaria, ,no,42744,malaria, ,no, , , ,no, , , ,tv radio, ,food water, ,no,no,somali_maay,somali_benaadir,3.133346592,43.64296072,yes,yes
42992,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3802-X04-007, , ,Qansax dheere,urban,spontaneous_site,60,494,no, , , , , , , , , , ,134,103,211,17,29,20,10,20,10,0,0,no,no,no,no,42744,42744,community_leader, , ,residents,no,elders,no,no,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,no,bay,drought no_livelihoods, ,bakool,drought no_livelihoods, ,gedo,drought no_livelihoods, ,2, , , ,1,1,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,none,no,no,buul timber_plastic,,70,no,no, , ,no,no,no, , ,yes,12,1,1,0,0,1,1, , ,yes,yes,no,no,no, , , , , , , , , ,10,6,weekly,cash,weekly,42992,no, ,market,no, , ,no, , , , ,malaria, ,no,42744,malaria, ,no, , , ,no, , , ,tv radio, ,food water, ,no,no,somali_maay,somali_benaadir,3.089615746,43.6330735,yes,yes
42992,community_leader gatekeeper, ,yes,idp,male,bay,baidoa,NA-3802-X04-007, , ,ADC 2,urban,spontaneous_site,70,320,no, , , , , , , , , , ,100,128,40,11,7,30,10,10,20,0,0,no,no,no,no,42744,42744,community_leader, , ,residents,no,elders,no,no,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,no,bay,floods drought no_livelihoods, ,bakool,drought no_livelihoods, ,gedo,drought no_livelihoods, ,2, , , ,1,1,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,none,no,no,buul timber_plastic,,80,no,no, , ,no,no,no, , ,yes,12,1,1,0,0,1,1, , ,yes,yes,no,no,no, , , , , , , , , ,14,6,weekly,cash,weekly,42992,no, ,market,no, , ,no, , , , ,malaria, ,no,42744,malaria, ,no, , , ,no, , , ,tv radio, ,food water, ,no,no,somali_maay,somali_benaadir,3.089476953,43.6331057,no,no
42992,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3802-X04-007, , ,Buuradey,urban,spontaneous_site,90,370,no, , , , , , , , , , ,173,134,107,23,9,30,10,30,20,0,0,no,no,no,no,42744,42744,community_leader, , ,residents,no,elders,no,no,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,no,bay,drought no_livelihoods, ,bakool,drought no_livelihoods, ,gedo,drought no_livelihoods, ,2, , , ,1,1,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,none,no,no,buul timber_plastic,,90,no,no, , ,no,no,no, , ,yes,14,1,1,0,0,1,1, , ,yes,yes,no,no,no, , , , , , , , , ,13,6,weekly,cash,weekly,42992,no, ,market,no, , ,no, , , , ,malaria, ,no,42744,malaria, ,no, , , ,no, , , ,tv radio, ,food water, ,no,no,somali_maay,somali_benaadir,3.089518736,43.63327878,yes,yes
42991,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3801-Y33-006, , ,Hagarki iyo madi geri,urban,spontaneous_site,100,632,no, , , , , , , , , , ,293,76,232,12,19,30,10,30,20,0,5,no,no,no,no,42744,42744,community_leader, , ,residents,no,committees,no,no,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,no,bay,drought no_livelihoods no_services, ,bakool,drought no_livelihoods no_services, ,gedo,floods drought no_livelihoods, ,3, , , ,2,1,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul timber_plastic,,90,no,no, , ,no,no,no, , ,yes,18,1,1,0,0,1,1, , ,yes,yes,no,no,no, , , , , , , , , ,12,6,weekly,cash,weekly,42991,no, ,market,no, , ,no, , , , ,malaria, ,no,42744,malaria, ,no, , , ,no, , , ,tv community_leader radio, ,food water, ,no,no,somali_maay,somali_benaadir,3.13446267,43.63686056,yes,yes
42991,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3802-X04-018, , ,Dambaleey,urban,spontaneous_site,80,425,no, , , , , , , , , , ,131,201,70,13,10,40,10,10,20,0,0,no,no,no,no,42744,42744,community_leader, , ,residents,no,elders,no,no,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,no,bay,drought no_livelihoods no_services, ,gedo,drought no_livelihoods, ,bakool,no_livelihoods no_services forced_eviction, ,3, , , ,1,2,no,no,no,no,yes,none, ,yes,yes,yes,yes,no,no,none,no,no,buul timber_plastic,,90,no,no, , ,no,no,no, , ,no, ,1,1,0,0,1,1, , ,yes,yes,no,no,no, , , , , , , , , ,12,6,weekly,cash,weekly,42991,no, ,market,no, , ,no, , , , ,malaria, ,no,42744,malaria, ,no, , , ,no, , , ,tv radio, ,food water, ,no,no,somali_maay,somali_benaadir,3.134411706,43.63646776,yes,yes
42992,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3802-X04-007, , ,Riikoy,urban,spontaneous_site,90,308,no, , , , , , , , , , ,91,63,132,9,13,30,10,20,30,0,0,no,no,no,no,42744,42744,community_leader, , ,residents,no,elders,no,no,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,no,bay,drought no_livelihoods no_services, ,bakool,drought no_livelihoods no_services, ,gedo,drought no_livelihoods no_services, ,2, , , ,1,1,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,none,no,no,buul timber_plastic,,100,no,no, , ,no,no,no, , ,yes,12,1,1,0,0,1,1, , ,yes,yes,no,no,no, , , , , , , , , ,14,6,weekly,cash,weekly,42992,no, ,market,no, , ,no, , , , ,malaria, ,no,42744,malaria, ,no, , , ,no, , , ,tv radio, ,food water, ,no,no,somali_maay,somali_benaadir,3.089506637,43.63314242,yes,yes
42993,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3801-Y31-006, , ,Bokol 1,urban,spontaneous_site,100,156,no, , , , , , , , , , ,40,27,51,13,25,20,10,40,10,20,0,no,no,no,no,42744,42744,community_leader, , ,residents,no,elders,no,no,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,no,bay,drought no_livelihoods, ,bakool,floods drought, ,gedo,drought no_livelihoods, ,2, , , ,1,1,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,none,no,no,buul timber_plastic,,110,no,no, , ,no,no,no, , ,no, ,1,1,0,0,1,1, , ,yes,yes,no,no,no, , , , , , , , , ,12,6,weekly,cash,weekly,42993,no, ,market,no, , ,no, , , , ,malaria, ,no,42744,malaria, ,no, , , ,no, , , ,tv radio, ,food water, ,no,no,somali_maay,somali_benaadir,3.126099142,43.66447763,yes,yes
42990,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3802-X04-013, , ,Dhurey,urban,spontaneous_site,100,390,no,,,,,,,,,,,126,59,170,21,14,30,10,20,30,0,20,no,no,no,no,42744,42744,community_leader, , ,residents,no,committees,no,no,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,no,bay,floods no_livelihoods no_services, ,bakool,drought no_livelihoods no_services, ,gedo,drought no_livelihoods no_services, ,30,5,20,5, , ,no,no,no,no,no,none, ,yes,yes,yes,yes,yes,yes,none,no,no,buul timber_plastic,,90,no,no, , ,no,no,no, , ,no, ,0,0,0,0, , , , , , ,no,no,no, , , , , , , , , ,12,6,weekly,cash,weekly,42990,no, ,gifts,no, , ,no, , , , ,malaria, ,no,42744,cholera_awd, ,no, , , ,no, , , ,tv radio, ,food water, ,no,yes,somali_maay,somali_benaadir,3.125431517,43.63853522,yes,yes
42990,community_leader, ,yes,idp,male,bay,baidoa,NA-3802-X04-018, , ,Aykilaban,peri_urban,planned_site,85,572,no, , , , , , , , , , ,139,217,175,18,23,10,5,20,20,30,3,no,yes,yes,no,38361,38361,no_management, , ,residents,yes,committees,no,no,private, ,business, ,formal,community,written,yes,43952,yes,no_rent, ,no, ,yes,bay,drought, ,bakool,conflict_community drought, ,gedo,conflict_community drought, ,10,20,12,3,4, ,no,no,no,no,no,eviction, ,no,yes,yes,yes,no,no,nat_police,yes,no,buul,Laami yeeri,85,no,no, , ,no,no,yes,20,no,yes,60,0,0,0,3, , , ,3, , ,no,no,yes,yes, , , , , , ,kiosk, ,5,3,weekly,none, , ,yes,30,market,no, , ,no, , , , ,cholera_awd malaria, ,yes,42374,cholera_awd, ,yes,6,quranic, ,no, , , ,friends_family, ,missing_persons, ,no,yes,somali_maay,somali_standard,3.125291667,43.640025,yes,yes
42992,gatekeeper elder, ,yes,idp,male,bay,baidoa,NA-3802-X04-004, , ,Salaamey 1,urban,planned_site,112,784,no, , , , , , , , , , ,224,150,218,84,108,110,2,0,0,0,15,yes,yes,no,no,38722,42010,local_authority, , ,womens elder_meeting, ,committees community_leader elders,no,no,private, ,host, ,formal,community,written,no, ,no,no_rent, ,no, ,no,bakool,drought, ,bay,drought, ,gedo,drought, , ,15,25,2,13, ,yes,no,no,no,no,none, ,yes,yes,yes,yes,yes,no,nat_police,no,no,buul,,112,yes,no, , ,no,no,yes,5,yes,yes,240,4,4,0,0,4,4, , ,no,no,no,no,yes,yes, , , , , , ,piped, ,7,5,never,none, , ,no, ,borrowing,no, , ,no, , , , ,none, ,yes,42739,cholera_awd, ,no, , , ,no, , , ,religious_leader radio, ,food health water shelter, ,no,no,somali_maay,somali_standard,3.119673138,43.65032145,yes,yes
42993,community_leader camp_manager, ,yes,idp,male,bay,baidoa,NA-3802-W04-003, , ,Haruubkaa,urban,planned_site,133,798,no, , , , , , , , , , ,350,185,220,18,25,120,2,5,6,0,15,no,no,yes,no,42736,42739,community_leader, , ,womens elder_meeting, ,community_leader elders,no,no,private, ,business, ,formal,community,written,yes,47727,yes,no_rent, ,no, ,no,bakool,drought, ,bay,drought, ,gedo,drought, , , ,5, ,1, ,no,no,no,no,no,none, ,yes,yes,yes,yes,no,yes,nat_police, ,no,buul,,133,no,no, , ,no,no,no, , ,yes,210,2,3,0,0,2,3, , ,yes,yes,no,no,yes,yes, , , , , , ,tank_tap, ,2,4,never,none, , ,no, ,assistance,no, , ,no, , , , ,diphtheria, ,yes,42738,cholera_awd, ,no, , , ,no, , , ,radio, ,food health contact_aid water shelter, ,no,no,somali_maay,somali_standard,3.146413881,43.65571307,yes,yes
42990,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3802-X04-018, , ,Duuli jimaa,urban,spontaneous_site,280,1400,no, , , , , , , , , , ,700,250,280,70,100,280,0,0,0,0,80,yes,no,yes,no,39661,40817,residents, , ,residents womens elder_meeting, ,committees community_leader elders,yes,no,other,Owned by the UDPs, , ,formal,family,written,no, ,yes,no_rent, ,yes,42856,no,bay,conflict_community drought, ,bakool,conflict_community drought, ,gedo,conflict_community drought, , ,20,60,20,30,2,yes,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,yes,no,buul cgi,,280,no,no, , ,no, ,yes,30,yes,yes,180,0,0,30,0, , ,14, ,no,yes,no,yes,yes,yes, , , , , , ,kiosk truck, ,10,5,daily,none, , ,yes,30,market,yes,2,yes,no,yes,no_money lack_security, ,yes,malaria, ,yes,42705,cholera_awd, ,no, , , ,no, , , ,friends_family religious_leader radio, ,food water, ,no,no,somali_maay,somali_benaadir,3.11686257,43.63378682,yes,yes
42992,community_leader elder, ,yes,idp,male,bay,baidoa,NA-3802-X04-008, , ,Dulmi diid,urban,planned_site,132,924,no, , , , , , , , , , ,500,150,250,5,19,132,0,0,0,0,50,no,no,yes,yes,39822,42737,local_authority, , ,residents womens elder_meeting wash health education, ,committees local_government,no,yes,private, ,host, ,formal,community,written,no, ,yes,no_rent, ,no, ,no,bakool,conflict_other drought, ,bay,drought, ,gedo,drought, , ,15,10,2,4, ,yes,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,cgi,,132,no,no, , ,no,yes,yes,5,yes,yes,30,0,25,25,0, ,25,0, ,yes,yes,no,no,yes,yes, , , , , , ,tank_tap, ,5,7,never,none, , ,no, ,household,no, , ,no, , , , ,none, ,no,42740,malaria, ,no, , , ,no, , , ,radio, ,food health shelter, ,no,no,somali_maay,none,3.141019123,43.67483192,yes,yes
42992,other,Among the management,yes,idp,male,bay,baidoa,NA-3802-X04-007, , ,11 Janaay 1,peri_urban,spontaneous_site,125,300,no, , , , , , , , , , ,150,50,60,15,25,100,0,25,0,0,34,yes,no,yes,no,41640,42381,residents, , ,residents,yes,committees community_leader elders,no,no,private, ,other,Community owned,formal,community,written,no, ,yes,no_rent, ,no, ,no,bay,conflict_surrounding drought no_livelihoods, ,bakool,conflict_surrounding drought no_livelihoods, ,gedo,conflict_surrounding drought, ,12,50,20,18,8,1,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul,,100,no,no, , ,no,no,no, , ,yes,180,0,0,10,0, , ,6, ,yes,yes,no,no,yes,yes, , , , , , ,tank, ,2,7,monthly,none, , ,no, ,assistance,no, , ,yes, , , , ,cholera_awd malaria polio, ,yes,42740,cholera_awd, ,no, , , ,no, , , ,friends_family, ,food health water shelter, ,no,no,somali_maay,somali_standard,3.092311667,43.63503667,yes,yes
42992,elder, ,yes,idp,male,bay,baidoa,NA-3802-X04-007, , ,Buulogaras,peri_urban,spontaneous_site,130,361,no, , , , , , , , , , ,103,78,134,34,12,130,0,0,0,0,25,yes,no,yes,no,42738,42738,residents, , ,residents education,yes,committees community_leader elders,no,no,private, ,business, ,informal,community, ,no, ,yes,no_rent, ,no, ,no,bay,conflict_surrounding drought no_livelihoods, ,bakool,conflict_surrounding drought no_livelihoods, ,lower_juba,conflict_surrounding drought no_livelihoods, ,8,20,50,14, , ,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul,,130,no,no, , ,no,no,no, , ,yes,240,0,0,10,0, , ,10, ,no,no,no,yes,yes,yes, , , , , , ,piped, ,1,7,more_month,none, , ,no, ,assistance,no, , ,yes, , , , ,cholera_awd malaria polio, ,yes,42740,cholera_awd, ,yes,5,ecd, ,no, , , ,friends_family radio, ,food health contact_aid water shelter, ,no,no,somali_maay,somali_standard,3.094966667,43.63229833,yes,yes
42991,gatekeeper, ,yes,idp,male,bay,baidoa,NA-3802-W04-003, , ,Edkiyaal,urban,spontaneous_site,200,580,no, , , , , , , , , , ,300,160,200,20,20,200,0,0,0,0,70,yes,no,no,no,42826,42826,no_management, , ,residents,no,committees,no,no,private, ,other,Maya,informal,community, ,no, ,no,no_rent, ,no, ,no,bay,drought, ,bakool,drought, , , , , ,20, , ,4,2,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,none,no,no,buul,,200,no,no, , ,no,no,no, , ,no, ,0,0,10,0, , ,10, ,yes,yes,no,no,yes,yes, , , , , , ,burkad, ,5,7,never,none, , ,no, ,market,no, ,,no, , , , ,malaria, ,yes,42826,cholera_awd, ,no, , , ,no, , , ,religious_leader, ,food health water shelter, ,no,no,somali_maay,none,3.13440679,43.6652418,yes,yes
42991,elder, ,yes,idp,male,bay,baidoa,NA-3802-W04-003, , ,Bay iyo bakool,urban,planned_site,115,1150,no, , , , , , , , , , ,350,300,400,60,40,115,0,0,0,0,20,yes,no,no,no,41648,42742,local_authority, , ,elder_meeting,yes,other,yes,no,private, ,diaspora, ,formal,community,written,yes,48458,no,no_rent, ,no, ,no,bay,drought, ,bakool,drought, ,gedo,drought, ,5,10,20,3,3, ,no,no,no,no,no,none, ,no,yes,yes,yes,no,no,nat_police,no,no,cgi,,115,no,no, , ,no,no,no, , ,yes,120,0,0,8,0, , ,8, ,no,no,no,no,yes,yes, , , , , , ,tank_tap, ,2,3,never,none, , ,no, ,borrowing,yes,2,yes,yes,no, , ,no,none, ,yes,42739,cholera_awd, ,no, , , ,no, , , ,radio, ,food health water shelter, ,no,no,somali_maay,none,3.145712693,43.66197687,yes,yes
